80815,262550,38610
23171,331315,38610
79761,24673,38610
78498,16552,38609
77880,124163,38609
79066,284413,38609
78924,283700,38609
74458,40916,38609
72029,26783,38609
98276,58535,38609
79086,111663,38609
78661,104202,38609
95096,281807,38609
81650,272058,38609
90501,66656,38609
61312,209513,38609
79086,97019,38609
83675,98127,38609
77577,378897,38609
60908,59066,38609
82088,286259,38609
93581,71233,38608
60439,329894,38608
72736,180690,38608
97115,123035,38608
62017,180784,38608
49667,7969,38608
78745,288771,38608
81260,75140,38608
79066,141647,38608
58838,151764,38608
86082,39303,38608
48983,51190,38608
96872,207421,38608
45075,205165,38608
79485,286144,38608
77829,282851,38608
73959,331818,38608
48093,165429,38608
52160,15197,38608
71078,8034,38608
60908,267607,38608
61801,260925,38608
58690,170851,38608
61832,83465,38608
79234,50068,38608
92479,171243,38608
78344,180913,38608
52896,279996,38608
60179,69385,38608
79066,130658,38608
60396,331813,38608
80803,179923,38608
72963,94966,38608
78250,362912,38608
79499,284617,38608
61801,246093,38608
81406,112346,38608
50838,118276,38608
49667,111898,38608
80832,178726,38608
47940,8186,38608
99525,317608,38608
78344,283187,38608
47003,331526,38608
78401,211063,38608
60219,91001,38608
98694,328253,38608
84660,330163,38608
47180,218065,38608
80832,303932,38608
77977,123731,38608
80832,804,38608
78401,283819,38608
89367,285647,38608
56527,331532,38608
61593,37925,38608
96080,41798,38608
45075,5961,38608
61593,243062,38608
55174,300521,38608
79569,183647,38608
79234,171725,38608
72736,180563,38608
61593,235527,38608
78620,178013,38608
78839,195527,38608
58383,277573,38608
57169,184626,38608
81289,42072,38608
61832,11590,38608
79066,347949,38608
69510,8897,38608
57233,349845,38608
87546,258725,38608
58383,230865,38608
51903,74678,38607
44220,162554,38607
70431,25469,38607
76347,69030,38607
55962,166854,38607
40870,281725,38607
44949,272984,38607
81944,55776,38607
45086,276028,38607
44619,241087,38607
75601,39624,38607
40759,90030,38607
79192,162714,38607
89388,49851,38607
79975,67225,38607
89388,171016,38607
47867,20725,38607
53599,294577,38607
91902,293271,38607
34475,357468,38607
73720,318064,38607
81429,318232,38607
81601,75757,38607
77975,102281,38607
79008,280577,38607
46098,289188,38607
44220,161339,38607
